Time,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,HRR Door Jet Fires,HRR Door Jet Fires,HRR Door Jet Fires,HRR Door Jet Fires,Plume Entrainment Rate,Pyrolysis Rate,HRR,HRR Lower,HRR Upper,Flame Height,Convective HRR,Total Pyrolysate Released,Total Trace Species Released,Plume Entrainment Rate,Pyrolysis Rate,HRR,HRR Lower,HRR Upper,Flame Height,Convective HRR,Total Pyrolysate Released,Total Trace Species Released,
,Comp 1,Comp 1,Comp 1,Comp 1,Comp 1,Comp 2,Comp 2,Comp 2,Comp 2,Comp 2,Comp 3,Comp 3,Comp 3,Comp 3,Comp 3,Comp 1,Comp 2,Comp 3,Outside,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,
s,C,C,m,m^3,Pa,C,C,m,m^3,Pa,C,C,m,m^3,Pa,W,W,W,W,kg/s,kg/s,W,W,W,m,W,kg,kg,kg/s,kg/s,W,W,W,m,W,kg,kg,
 0.270000E+04, 0.738641E+02, 0.229777E+02, 0.124779E+01, 0.438052E+02,-0.453113E+00, 0.137652E+03, 0.372605E+02, 0.122492E+01, 0.443770E+02,-0.129005E+01, 0.800314E+02, 0.242759E+02, 0.132274E+01, 0.419314E+02,-0.200619E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.114318E-02, 0.175694E-05, 0.877311E+02, 0.877311E+02, 0.000000E+00, 0.000000E+00, 0.587798E+02, 0.102189E+01, 0.000000E+00, 0.955517E+00, 0.186464E-01, 0.337500E+06, 0.337500E+06, 0.000000E+00, 0.395174E+00, 0.226125E+06, 0.251815E+02, 0.000000E+00,
 0.271000E+04, 0.740193E+02, 0.229809E+02, 0.124931E+01, 0.437672E+02,-0.452694E+00, 0.138110E+03, 0.373494E+02, 0.122760E+01, 0.443099E+02,-0.129086E+01, 0.802487E+02, 0.242996E+02, 0.132305E+01, 0.419239E+02,-0.201716E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.110853E-02, 0.170877E-05, 0.853257E+02, 0.853257E+02, 0.000000E+00, 0.000000E+00, 0.571682E+02, 0.102190E+01, 0.000000E+00, 0.955277E+00, 0.187155E-01, 0.338750E+06, 0.338750E+06, 0.000000E+00, 0.395072E+00, 0.226962E+06, 0.253684E+02, 0.000000E+00,
 0.272000E+04, 0.741740E+02, 0.229841E+02, 0.125083E+01, 0.437292E+02,-0.452263E+00, 0.138568E+03, 0.374387E+02, 0.123029E+01, 0.442427E+02,-0.129167E+01, 0.804662E+02, 0.243234E+02, 0.132335E+01, 0.419163E+02,-0.202816E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.107495E-02, 0.166192E-05, 0.829863E+02, 0.829863E+02, 0.000000E+00, 0.000000E+00, 0.556008E+02, 0.102192E+01, 0.000000E+00, 0.955027E+00, 0.187845E-01, 0.340000E+06, 0.340000E+06, 0.000000E+00, 0.394970E+00, 0.227800E+06, 0.255559E+02, 0.000000E+00,
 0.273000E+04, 0.743283E+02, 0.229872E+02, 0.125236E+01, 0.436910E+02,-0.451822E+00, 0.139027E+03, 0.375284E+02, 0.123299E+01, 0.441753E+02,-0.129248E+01, 0.806839E+02, 0.243473E+02, 0.132365E+01, 0.419088E+02,-0.203921E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.104240E-02, 0.161635E-05, 0.807110E+02, 0.807110E+02, 0.000000E+00, 0.000000E+00, 0.540763E+02, 0.102194E+01, 0.000000E+00, 0.954765E+00, 0.188536E-01, 0.341250E+06, 0.341250E+06, 0.000000E+00, 0.394866E+00, 0.228637E+06, 0.257441E+02, 0.000000E+00,
 0.274000E+04, 0.744822E+02, 0.229903E+02, 0.125389E+01, 0.436527E+02,-0.451370E+00, 0.139487E+03, 0.376185E+02, 0.123569E+01, 0.441078E+02,-0.129330E+01, 0.809018E+02, 0.243713E+02, 0.132395E+01, 0.419012E+02,-0.205029E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.101086E-02, 0.157204E-05, 0.784981E+02, 0.784981E+02, 0.000000E+00, 0.000000E+00, 0.525937E+02, 0.102195E+01, 0.000000E+00, 0.954492E+00, 0.189227E-01, 0.342500E+06, 0.342500E+06, 0.000000E+00, 0.394761E+00, 0.229475E+06, 0.259330E+02, 0.000000E+00,
 0.275000E+04, 0.746357E+02, 0.229934E+02, 0.125543E+01, 0.436143E+02,-0.450907E+00, 0.139949E+03, 0.377091E+02, 0.123839E+01, 0.440402E+02,-0.129412E+01, 0.811198E+02, 0.243954E+02, 0.132425E+01, 0.418936E+02,-0.206141E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.980283E-03, 0.152894E-05, 0.763458E+02, 0.763458E+02, 0.000000E+00, 0.000000E+00, 0.511517E+02, 0.102197E+01, 0.000000E+00, 0.954209E+00, 0.189917E-01, 0.343750E+06, 0.343750E+06, 0.000000E+00, 0.394655E+00, 0.230312E+06, 0.261226E+02, 0.000000E+00,
 0.276000E+04, 0.747888E+02, 0.229964E+02, 0.125697E+01, 0.435758E+02,-0.450433E+00, 0.140411E+03, 0.378001E+02, 0.124110E+01, 0.439725E+02,-0.129496E+01, 0.813380E+02, 0.244195E+02, 0.132456E+01, 0.418860E+02,-0.207257E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.950648E-03, 0.148702E-05, 0.742526E+02, 0.742526E+02, 0.000000E+00, 0.000000E+00, 0.497492E+02, 0.102198E+01, 0.000000E+00, 0.953915E+00, 0.190608E-01, 0.345000E+06, 0.345000E+06, 0.000000E+00, 0.394547E+00, 0.231150E+06, 0.263129E+02, 0.000000E+00,
 0.277000E+04, 0.749414E+02, 0.229993E+02, 0.125851E+01, 0.435372E+02,-0.449949E+00, 0.140874E+03, 0.378916E+02, 0.124382E+01, 0.439046E+02,-0.129579E+01, 0.815564E+02, 0.244438E+02, 0.132486E+01, 0.418784E+02,-0.208377E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.921924E-03, 0.144625E-05, 0.722167E+02, 0.722167E+02, 0.000000E+00, 0.000000E+00, 0.483852E+02, 0.102200E+01, 0.000000E+00, 0.953611E+00, 0.191298E-01, 0.346250E+06, 0.346250E+06, 0.000000E+00, 0.394439E+00, 0.231987E+06, 0.265039E+02, 0.000000E+00,
 0.278000E+04, 0.750936E+02, 0.230022E+02, 0.126006E+01, 0.434985E+02,-0.449453E+00, 0.141338E+03, 0.379835E+02, 0.124653E+01, 0.438366E+02,-0.129664E+01, 0.817750E+02, 0.244681E+02, 0.132517E+01, 0.418708E+02,-0.209501E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.894081E-03, 0.140659E-05, 0.702367E+02, 0.702367E+02, 0.000000E+00, 0.000000E+00, 0.470586E+02, 0.102201E+01, 0.000000E+00, 0.953296E+00, 0.191989E-01, 0.347500E+06, 0.347500E+06, 0.000000E+00, 0.394329E+00, 0.232825E+06, 0.266956E+02, 0.000000E+00,
 0.279000E+04, 0.752453E+02, 0.230051E+02, 0.126161E+01, 0.434597E+02,-0.448947E+00, 0.141803E+03, 0.380758E+02, 0.124926E+01, 0.437685E+02,-0.129750E+01, 0.819937E+02, 0.244925E+02, 0.132547E+01, 0.418632E+02,-0.210628E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.867093E-03, 0.136803E-05, 0.683110E+02, 0.683110E+02, 0.000000E+00, 0.000000E+00, 0.457684E+02, 0.102203E+01, 0.000000E+00, 0.952971E+00, 0.192680E-01, 0.348750E+06, 0.348750E+06, 0.000000E+00, 0.394218E+00, 0.233662E+06, 0.268880E+02, 0.000000E+00,
 0.280000E+04, 0.753966E+02, 0.230079E+02, 0.126317E+01, 0.434207E+02,-0.448431E+00, 0.142270E+03, 0.381687E+02, 0.125199E+01, 0.437003E+02,-0.129836E+01, 0.822126E+02, 0.245169E+02, 0.132578E+01, 0.418556E+02,-0.211759E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.840933E-03, 0.133052E-05, 0.664380E+02, 0.664380E+02, 0.000000E+00, 0.000000E+00, 0.445135E+02, 0.102204E+01, 0.000000E+00, 0.952635E+00, 0.193370E-01, 0.350000E+06, 0.350000E+06, 0.000000E+00, 0.394106E+00, 0.234500E+06, 0.270810E+02, 0.000000E+00,
 0.281000E+04, 0.755474E+02, 0.230107E+02, 0.126473E+01, 0.433817E+02,-0.447903E+00, 0.142737E+03, 0.382620E+02, 0.125472E+01, 0.436320E+02,-0.129924E+01, 0.824317E+02, 0.245415E+02, 0.132608E+01, 0.418479E+02,-0.212894E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.815575E-03, 0.129404E-05, 0.646165E+02, 0.646165E+02, 0.000000E+00, 0.000000E+00, 0.432930E+02, 0.102205E+01, 0.000000E+00, 0.952289E+00, 0.194061E-01, 0.351250E+06, 0.351250E+06, 0.000000E+00, 0.393992E+00, 0.235337E+06, 0.272748E+02, 0.000000E+00,
 0.282000E+04, 0.756978E+02, 0.230134E+02, 0.126630E+01, 0.433425E+02,-0.447365E+00, 0.143205E+03, 0.383558E+02, 0.125746E+01, 0.435636E+02,-0.130012E+01, 0.826510E+02, 0.245661E+02, 0.132639E+01, 0.418403E+02,-0.214033E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.790994E-03, 0.125856E-05, 0.628448E+02, 0.628448E+02, 0.000000E+00, 0.000000E+00, 0.421060E+02, 0.102207E+01, 0.000000E+00, 0.951933E+00, 0.194751E-01, 0.352500E+06, 0.352500E+06, 0.000000E+00, 0.393878E+00, 0.236175E+06, 0.274692E+02, 0.000000E+00,
 0.283000E+04, 0.758477E+02, 0.230161E+02, 0.126787E+01, 0.433032E+02,-0.446816E+00, 0.143674E+03, 0.384501E+02, 0.126020E+01, 0.434950E+02,-0.130102E+01, 0.828704E+02, 0.245909E+02, 0.132670E+01, 0.418326E+02,-0.215176E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.767166E-03, 0.122405E-05, 0.611218E+02, 0.611218E+02, 0.000000E+00, 0.000000E+00, 0.409516E+02, 0.102208E+01, 0.000000E+00, 0.951566E+00, 0.195442E-01, 0.353750E+06, 0.353750E+06, 0.000000E+00, 0.393762E+00, 0.237012E+06, 0.276643E+02, 0.000000E+00,
 0.284000E+04, 0.759972E+02, 0.230187E+02, 0.126945E+01, 0.432638E+02,-0.446256E+00, 0.144145E+03, 0.385449E+02, 0.126295E+01, 0.434263E+02,-0.130193E+01, 0.830900E+02, 0.246157E+02, 0.132700E+01, 0.418249E+02,-0.216323E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.744068E-03, 0.119049E-05, 0.594459E+02, 0.594459E+02, 0.000000E+00, 0.000000E+00, 0.398288E+02, 0.102209E+01, 0.000000E+00, 0.951190E+00, 0.196133E-01, 0.355000E+06, 0.355000E+06, 0.000000E+00, 0.393646E+00, 0.237850E+06, 0.278602E+02, 0.000000E+00,
 0.285000E+04, 0.761461E+02, 0.230213E+02, 0.127103E+01, 0.432243E+02,-0.445686E+00, 0.144616E+03, 0.386403E+02, 0.126570E+01, 0.433576E+02,-0.130286E+01, 0.833098E+02, 0.246406E+02, 0.132731E+01, 0.418172E+02,-0.217474E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.721677E-03, 0.115785E-05, 0.578161E+02, 0.578161E+02, 0.000000E+00, 0.000000E+00, 0.387368E+02, 0.102210E+01, 0.000000E+00, 0.950804E+00, 0.196823E-01, 0.356250E+06, 0.356250E+06, 0.000000E+00, 0.393528E+00, 0.238688E+06, 0.280567E+02, 0.000000E+00,
 0.286000E+04, 0.762946E+02, 0.230238E+02, 0.127261E+01, 0.431847E+02,-0.445105E+00, 0.145088E+03, 0.387362E+02, 0.126845E+01, 0.432886E+02,-0.130379E+01, 0.835298E+02, 0.246655E+02, 0.132762E+01, 0.418095E+02,-0.218628E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.699970E-03, 0.112610E-05, 0.562309E+02, 0.562309E+02, 0.000000E+00, 0.000000E+00, 0.376747E+02, 0.102211E+01, 0.000000E+00, 0.950408E+00, 0.197514E-01, 0.357500E+06, 0.357500E+06, 0.000000E+00, 0.393409E+00, 0.239525E+06, 0.282539E+02, 0.000000E+00,
 0.287000E+04, 0.764425E+02, 0.230263E+02, 0.127420E+01, 0.431450E+02,-0.444513E+00, 0.145562E+03, 0.388327E+02, 0.127121E+01, 0.432196E+02,-0.130475E+01, 0.837499E+02, 0.246906E+02, 0.132793E+01, 0.418017E+02,-0.219787E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.678927E-03, 0.109523E-05, 0.546891E+02, 0.546891E+02, 0.000000E+00, 0.000000E+00, 0.366417E+02, 0.102212E+01, 0.000000E+00, 0.950004E+00, 0.198204E-01, 0.358750E+06, 0.358750E+06, 0.000000E+00, 0.393289E+00, 0.240362E+06, 0.284518E+02, 0.000000E+00,
 0.288000E+04, 0.765900E+02, 0.230288E+02, 0.127580E+01, 0.431051E+02,-0.443911E+00, 0.146036E+03, 0.389298E+02, 0.127398E+01, 0.431505E+02,-0.130572E+01, 0.839702E+02, 0.247157E+02, 0.132824E+01, 0.417940E+02,-0.220949E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.658528E-03, 0.106520E-05, 0.531897E+02, 0.531897E+02, 0.000000E+00, 0.000000E+00, 0.356371E+02, 0.102213E+01, 0.000000E+00, 0.949591E+00, 0.198895E-01, 0.360000E+06, 0.360000E+06, 0.000000E+00, 0.393168E+00, 0.241200E+06, 0.286503E+02, 0.000000E+00,
 0.289000E+04, 0.767370E+02, 0.230312E+02, 0.127740E+01, 0.430651E+02,-0.443298E+00, 0.146512E+03, 0.390276E+02, 0.127675E+01, 0.430812E+02,-0.130672E+01, 0.841907E+02, 0.247409E+02, 0.132855E+01, 0.417862E+02,-0.222116E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.638751E-03, 0.103600E-05, 0.517313E+02, 0.517313E+02, 0.000000E+00, 0.000000E+00, 0.346600E+02, 0.102215E+01, 0.000000E+00, 0.949170E+00, 0.199586E-01, 0.361250E+06, 0.361250E+06, 0.000000E+00, 0.393046E+00, 0.242037E+06, 0.288496E+02, 0.000000E+00,
 0.290000E+04, 0.768834E+02, 0.230335E+02, 0.127900E+01, 0.430250E+02,-0.442674E+00, 0.146988E+03, 0.391262E+02, 0.127953E+01, 0.430118E+02,-0.130773E+01, 0.844113E+02, 0.247662E+02, 0.132886E+01, 0.417784E+02,-0.223286E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.619579E-03, 0.100759E-05, 0.503130E+02, 0.503130E+02, 0.000000E+00, 0.000000E+00, 0.337097E+02, 0.102216E+01, 0.000000E+00, 0.948743E+00, 0.200276E-01, 0.362500E+06, 0.362500E+06, 0.000000E+00, 0.392923E+00, 0.242875E+06, 0.290496E+02, 0.000000E+00,
 0.291000E+04, 0.770293E+02, 0.230358E+02, 0.128061E+01, 0.429849E+02,-0.442040E+00, 0.147465E+03, 0.392257E+02, 0.128230E+01, 0.429424E+02,-0.130878E+01, 0.846321E+02, 0.247916E+02, 0.132918E+01, 0.417706E+02,-0.224461E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.600991E-03, 0.979965E-06, 0.489335E+02, 0.489335E+02, 0.000000E+00, 0.000000E+00, 0.327855E+02, 0.102217E+01, 0.000000E+00, 0.948288E+00, 0.200967E-01, 0.363750E+06, 0.363750E+06, 0.000000E+00, 0.392799E+00, 0.243712E+06, 0.292502E+02, 0.000000E+00,
 0.292000E+04, 0.771746E+02, 0.230380E+02, 0.128221E+01, 0.429447E+02,-0.441398E+00, 0.147943E+03, 0.393261E+02, 0.128508E+01, 0.428730E+02,-0.130987E+01, 0.848529E+02, 0.248171E+02, 0.132949E+01, 0.417628E+02,-0.225639E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.582971E-03, 0.953096E-06, 0.475919E+02, 0.475919E+02, 0.000000E+00, 0.000000E+00, 0.318865E+02, 0.102217E+01, 0.000000E+00, 0.947805E+00, 0.201657E-01, 0.365000E+06, 0.365000E+06, 0.000000E+00, 0.392673E+00, 0.244550E+06, 0.294516E+02, 0.000000E+00,
 0.293000E+04, 0.773194E+02, 0.230403E+02, 0.128382E+01, 0.429045E+02,-0.440751E+00, 0.148421E+03, 0.394270E+02, 0.128786E+01, 0.428035E+02,-0.131097E+01, 0.850739E+02, 0.248427E+02, 0.132980E+01, 0.417550E+02,-0.226821E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.565500E-03, 0.926964E-06, 0.462870E+02, 0.462870E+02, 0.000000E+00, 0.000000E+00, 0.310123E+02, 0.102218E+01, 0.000000E+00, 0.947299E+00, 0.202348E-01, 0.366250E+06, 0.366250E+06, 0.000000E+00, 0.392547E+00, 0.245387E+06, 0.296536E+02, 0.000000E+00,
 0.294000E+04, 0.774636E+02, 0.230424E+02, 0.128543E+01, 0.428644E+02,-0.440097E+00, 0.148901E+03, 0.395285E+02, 0.129064E+01, 0.427340E+02,-0.131210E+01, 0.852949E+02, 0.248683E+02, 0.133012E+01, 0.417471E+02,-0.228007E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.548563E-03, 0.901549E-06, 0.450179E+02, 0.450179E+02, 0.529396E-14, 0.000000E+00, 0.301620E+02, 0.102219E+01, 0.000000E+00, 0.946772E+00, 0.203039E-01, 0.367500E+06, 0.367500E+06, 0.000000E+00, 0.392420E+00, 0.246225E+06, 0.298563E+02, 0.000000E+00,
 0.295000E+04, 0.776071E+02, 0.230446E+02, 0.128703E+01, 0.428242E+02,-0.439438E+00, 0.149382E+03, 0.396305E+02, 0.129342E+01, 0.426644E+02,-0.131325E+01, 0.855161E+02, 0.248940E+02, 0.133043E+01, 0.417393E+02,-0.229197E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.532142E-03, 0.876831E-06, 0.437836E+02, 0.437836E+02, 0.000000E+00, 0.000000E+00, 0.293350E+02, 0.102220E+01, 0.000000E+00, 0.946226E+00, 0.203729E-01, 0.368750E+06, 0.368750E+06, 0.000000E+00, 0.392291E+00, 0.247062E+06, 0.300598E+02, 0.000000E+00,
 0.296000E+04, 0.777501E+02, 0.230466E+02, 0.128864E+01, 0.427840E+02,-0.438772E+00, 0.149865E+03, 0.397329E+02, 0.129621E+01, 0.425947E+02,-0.131442E+01, 0.857375E+02, 0.249198E+02, 0.133074E+01, 0.417314E+02,-0.230390E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.516221E-03, 0.852790E-06, 0.425832E+02, 0.425832E+02, 0.000000E+00, 0.000000E+00, 0.285307E+02, 0.102221E+01, 0.000000E+00, 0.945662E+00, 0.204420E-01, 0.370000E+06, 0.370000E+06, 0.000000E+00, 0.392162E+00, 0.247900E+06, 0.302639E+02, 0.000000E+00,
 0.297000E+04, 0.778923E+02, 0.230487E+02, 0.129025E+01, 0.427439E+02,-0.438100E+00, 0.150348E+03, 0.398357E+02, 0.129900E+01, 0.425250E+02,-0.131561E+01, 0.859591E+02, 0.249457E+02, 0.133106E+01, 0.417235E+02,-0.231588E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.500786E-03, 0.829408E-06, 0.414156E+02, 0.414156E+02, 0.000000E+00, 0.000000E+00, 0.277485E+02, 0.102222E+01, 0.000000E+00, 0.945080E+00, 0.205110E-01, 0.371250E+06, 0.371250E+06, 0.000000E+00, 0.392031E+00, 0.248737E+06, 0.304687E+02, 0.000000E+00,
 0.298000E+04, 0.780338E+02, 0.230507E+02, 0.129185E+01, 0.427037E+02,-0.437421E+00, 0.150833E+03, 0.399389E+02, 0.130179E+01, 0.424552E+02,-0.131682E+01, 0.861810E+02, 0.249717E+02, 0.133137E+01, 0.417157E+02,-0.232790E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.485822E-03, 0.806668E-06, 0.402801E+02, 0.402801E+02, 0.000000E+00, 0.000000E+00, 0.269877E+02, 0.102223E+01, 0.000000E+00, 0.944482E+00, 0.205801E-01, 0.372500E+06, 0.372500E+06, 0.000000E+00, 0.391900E+00, 0.249575E+06, 0.306742E+02, 0.000000E+00,
 0.299000E+04, 0.781746E+02, 0.230527E+02, 0.129346E+01, 0.426634E+02,-0.436735E+00, 0.151320E+03, 0.400423E+02, 0.130459E+01, 0.423853E+02,-0.131805E+01, 0.864030E+02, 0.249978E+02, 0.133169E+01, 0.417078E+02,-0.233996E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.471314E-03, 0.784551E-06, 0.391757E+02, 0.391757E+02, 0.000000E+00, 0.000000E+00, 0.262477E+02, 0.102224E+01, 0.000000E+00, 0.943867E+00, 0.206492E-01, 0.373750E+06, 0.373750E+06, 0.000000E+00, 0.391767E+00, 0.250412E+06, 0.308803E+02, 0.000000E+00,
 0.300000E+04, 0.783147E+02, 0.230546E+02, 0.129507E+01, 0.426232E+02,-0.436042E+00, 0.151807E+03, 0.401461E+02, 0.130739E+01, 0.423154E+02,-0.131929E+01, 0.866253E+02, 0.250239E+02, 0.133201E+01, 0.416998E+02,-0.235206E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.457248E-03, 0.763040E-06, 0.381016E+02, 0.381016E+02, 0.000000E+00, 0.000000E+00, 0.255281E+02, 0.102224E+01, 0.000000E+00, 0.943235E+00, 0.207182E-01, 0.375000E+06, 0.375000E+06, 0.000000E+00, 0.391634E+00, 0.251250E+06, 0.310872E+02, 0.000000E+00,
 0.301000E+04, 0.784539E+02, 0.230565E+02, 0.129668E+01, 0.425829E+02,-0.435341E+00, 0.152296E+03, 0.402502E+02, 0.131019E+01, 0.422453E+02,-0.132055E+01, 0.868478E+02, 0.250502E+02, 0.133232E+01, 0.416919E+02,-0.236420E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.443611E-03, 0.742119E-06, 0.370569E+02, 0.370569E+02, 0.000000E+00, 0.000000E+00, 0.248282E+02, 0.102225E+01, 0.000000E+00, 0.942588E+00, 0.207873E-01, 0.376250E+06, 0.376250E+06, 0.000000E+00, 0.391500E+00, 0.252087E+06, 0.312948E+02, 0.000000E+00,
 0.302000E+04, 0.785923E+02, 0.230584E+02, 0.129830E+01, 0.425426E+02,-0.434633E+00, 0.152786E+03, 0.403545E+02, 0.131299E+01, 0.421752E+02,-0.132183E+01, 0.870705E+02, 0.250765E+02, 0.133264E+01, 0.416840E+02,-0.237639E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.430388E-03, 0.721772E-06, 0.360409E+02, 0.360409E+02, 0.000000E+00, 0.000000E+00, 0.241474E+02, 0.102226E+01, 0.000000E+00, 0.941924E+00, 0.208564E-01, 0.377500E+06, 0.377500E+06, 0.000000E+00, 0.391364E+00, 0.252925E+06, 0.315030E+02, 0.000000E+00,
 0.303000E+04, 0.787299E+02, 0.230602E+02, 0.129991E+01, 0.425022E+02,-0.433918E+00, 0.153278E+03, 0.404591E+02, 0.131580E+01, 0.421051E+02,-0.132313E+01, 0.872935E+02, 0.251029E+02, 0.133296E+01, 0.416760E+02,-0.238861E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.417569E-03, 0.701983E-06, 0.350528E+02, 0.350528E+02, 0.000000E+00, 0.000000E+00, 0.234854E+02, 0.102227E+01, 0.000000E+00, 0.941244E+00, 0.209254E-01, 0.378750E+06, 0.378750E+06, 0.000000E+00, 0.391228E+00, 0.253762E+06, 0.317120E+02, 0.000000E+00,
 0.304000E+04, 0.788666E+02, 0.230620E+02, 0.130153E+01, 0.424619E+02,-0.433195E+00, 0.153771E+03, 0.405640E+02, 0.131861E+01, 0.420348E+02,-0.132445E+01, 0.875168E+02, 0.251294E+02, 0.133328E+01, 0.416680E+02,-0.240088E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.405140E-03, 0.682736E-06, 0.340917E+02, 0.340917E+02, 0.529396E-14, 0.000000E+00, 0.228414E+02, 0.102227E+01, 0.000000E+00, 0.940547E+00, 0.209945E-01, 0.380000E+06, 0.380000E+06, 0.000000E+00, 0.391091E+00, 0.254600E+06, 0.319216E+02, 0.000000E+00,
 0.305000E+04, 0.790024E+02, 0.230637E+02, 0.130314E+01, 0.424215E+02,-0.432465E+00, 0.154265E+03, 0.406690E+02, 0.132142E+01, 0.419645E+02,-0.132579E+01, 0.877403E+02, 0.251560E+02, 0.133360E+01, 0.416600E+02,-0.241319E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.393090E-03, 0.664017E-06, 0.331570E+02, 0.331570E+02, 0.000000E+00, 0.000000E+00, 0.222152E+02, 0.102228E+01, 0.000000E+00, 0.939835E+00, 0.210635E-01, 0.381250E+06, 0.381250E+06, 0.000000E+00, 0.390952E+00, 0.255438E+06, 0.321319E+02, 0.000000E+00,
 0.306000E+04, 0.791371E+02, 0.230654E+02, 0.130476E+01, 0.423810E+02,-0.431727E+00, 0.154761E+03, 0.407743E+02, 0.132424E+01, 0.418941E+02,-0.132715E+01, 0.879640E+02, 0.251826E+02, 0.133392E+01, 0.416520E+02,-0.242554E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.381406E-03, 0.645811E-06, 0.322479E+02, 0.322479E+02, 0.000000E+00, 0.000000E+00, 0.216061E+02, 0.102229E+01, 0.000000E+00, 0.939107E+00, 0.211326E-01, 0.382500E+06, 0.382500E+06, 0.000000E+00, 0.390813E+00, 0.256275E+06, 0.323429E+02, 0.000000E+00,
 0.307000E+04, 0.792709E+02, 0.230670E+02, 0.130638E+01, 0.423406E+02,-0.430981E+00, 0.155259E+03, 0.408797E+02, 0.132706E+01, 0.418236E+02,-0.132853E+01, 0.881881E+02, 0.252094E+02, 0.133424E+01, 0.416439E+02,-0.243794E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.370078E-03, 0.628104E-06, 0.313637E+02, 0.313637E+02, 0.000000E+00, 0.000000E+00, 0.210137E+02, 0.102229E+01, 0.000000E+00, 0.938362E+00, 0.212017E-01, 0.383750E+06, 0.383750E+06, 0.000000E+00, 0.390673E+00, 0.257112E+06, 0.325546E+02, 0.000000E+00,
